delivery_id,order_id,personnel_id,pickup_time,estimated_delivery_time,actual_delivery_time,delivery_status,distance_km,delivery_rating,customer_feedback
1747,1747,16,2026-02-08 12:51:44,2026-02-08 13:19:44,2026-02-08 13:44:44,in_transit,15.63,,Fast delivery
1748,1748,28,2026-04-18 13:30:44,2026-04-18 13:58:44,2026-04-18 13:53:44,in_transit,9.68,3.42,
1749,1749,31,2026-02-28 12:53:44,2026-02-28 13:45:44,2026-02-28 13:31:44,pending,2.15,4.34,Fast delivery
1750,1750,43,2026-02-05 12:55:44,2026-02-05 13:20:44,2026-02-05 13:16:44,assigned,7.08,4.75,Fast delivery
1751,1751,33,2026-03-13 12:53:44,2026-03-13 13:33:44,2026-03-13 13:19:44,delivered,6.86,4.73,Fast delivery
1752,1752,45,2026-02-03 13:28:44,2026-02-03 14:18:44,2026-02-03 14:17:44,assigned,22.89,3.73,
1753,1753,17,2026-04-13 12:48:44,2026-04-13 13:25:44,,failed,14.39,3.98,
1754,1754,13,2026-03-18 13:13:44,2026-03-18 14:10:44,,in_transit,13.31,,Good experience
1755,1755,21,2026-01-28 12:52:44,2026-01-28 14:09:44,2026-01-28 14:15:44,picked_up,17.94,4.64,
1756,1756,50,2026-04-17 13:04:44,2026-04-17 14:26:44,2026-04-17 14:35:44,assigned,15.58,4.38,Great service!
1757,1757,26,2026-03-25 12:54:44,2026-03-25 13:56:44,2026-03-25 13:52:44,delivered,3.19,,Great service!
1758,1758,23,2026-02-13 12:54:44,2026-02-13 13:17:44,2026-02-13 13:31:44,in_transit,10.95,,
1759,1759,1,2026-03-22 12:47:44,2026-03-22 13:59:44,2026-03-22 14:25:44,picked_up,10.86,3.18,Good experience
1760,1760,50,2026-01-30 13:21:44,2026-01-30 14:16:44,2026-01-30 14:10:44,in_transit,14.37,,Fast delivery
1761,1761,2,2026-01-23 13:22:44,2026-01-23 14:00:44,2026-01-23 14:24:44,failed,10.62,4.03,
1762,1762,35,2026-03-13 13:21:44,2026-03-13 14:26:44,2026-03-13 14:55:44,picked_up,6.86,4.78,
1763,1763,11,2026-03-25 13:05:44,2026-03-25 13:37:44,2026-03-25 14:07:44,failed,20.97,,Great service!
1764,1764,41,2026-02-08 12:57:44,2026-02-08 13:58:44,2026-02-08 14:23:44,failed,14.86,4.74,Great service!
1765,1765,13,2026-01-22 13:18:44,2026-01-22 13:42:44,2026-01-22 13:31:44,picked_up,8.86,,Good experience
1766,1766,2,2026-02-24 13:21:44,2026-02-24 14:13:44,2026-02-24 14:28:44,in_transit,17.06,4.4,Fast delivery
1767,1767,7,2026-02-05 13:26:44,2026-02-05 14:32:44,2026-02-05 14:30:44,failed,14.7,4.83,Fast delivery
1768,1768,26,2026-02-28 13:24:44,2026-02-28 14:09:44,2026-02-28 14:18:44,picked_up,13.59,4.29,
1769,1769,48,2026-03-26 13:26:44,2026-03-26 13:53:44,,in_transit,17.76,4.01,Fast delivery
1770,1770,34,2026-02-20 12:47:44,2026-02-20 13:43:44,2026-02-20 13:33:44,failed,12.11,4.94,
1771,1771,34,2026-02-15 13:15:44,2026-02-15 14:39:44,,picked_up,23.87,3.46,Good experience
1772,1772,16,2026-02-23 12:51:44,2026-02-23 13:49:44,2026-02-23 14:16:44,failed,25.0,3.4,
1773,1773,22,2026-02-01 13:08:44,2026-02-01 13:38:44,2026-02-01 13:28:44,assigned,7.84,3.96,Good experience
1774,1774,41,2026-02-08 12:56:44,2026-02-08 13:58:44,2026-02-08 14:17:44,assigned,23.35,,Good experience
1775,1775,25,2026-03-13 12:55:44,2026-03-13 13:35:44,2026-03-13 13:47:44,failed,13.92,4.27,
1776,1776,49,2026-02-24 13:28:44,2026-02-24 14:52:44,2026-02-24 14:44:44,delivered,6.39,4.56,Great service!
1777,1777,44,2026-03-20 13:14:44,2026-03-20 13:48:44,,assigned,19.21,4.59,Good experience
1778,1778,10,2026-02-14 13:06:44,2026-02-14 13:40:44,2026-02-14 13:35:44,delivered,10.4,4.58,Fast delivery
1779,1779,1,2026-03-21 13:03:44,2026-03-21 14:15:44,2026-03-21 14:03:44,in_transit,21.44,3.18,
1780,1780,33,2026-02-24 13:03:44,2026-02-24 14:27:44,2026-02-24 14:36:44,picked_up,12.07,3.84,Good experience
1781,1781,33,2026-03-13 13:03:44,2026-03-13 14:25:44,2026-03-13 14:21:44,assigned,2.02,,
1782,1782,41,2026-01-26 13:23:44,2026-01-26 14:38:44,2026-01-26 14:51:44,failed,15.95,,
1783,1783,31,2026-03-28 13:26:44,2026-03-28 14:34:44,2026-03-28 14:32:44,in_transit,6.23,,
1784,1784,24,2026-02-28 13:04:44,2026-02-28 13:27:44,,in_transit,2.93,3.17,Fast delivery
1785,1785,6,2026-02-18 13:14:44,2026-02-18 14:17:44,2026-02-18 14:46:44,in_transit,3.79,3.26,Fast delivery
1786,1786,16,2026-03-31 13:23:44,2026-03-31 14:48:44,2026-03-31 14:54:44,delivered,11.96,4.37,Good experience
1787,1787,36,2026-01-25 12:51:44,2026-01-25 13:16:44,2026-01-25 13:31:44,delivered,7.59,3.84,
1788,1788,32,2026-02-08 12:54:44,2026-02-08 13:15:44,2026-02-08 13:42:44,delivered,13.3,3.39,
1789,1789,6,2026-04-13 13:03:44,2026-04-13 13:37:44,2026-04-13 13:57:44,picked_up,7.26,3.94,Good experience
1790,1790,46,2026-04-04 12:49:44,2026-04-04 13:21:44,2026-04-04 13:37:44,pending,7.62,4.88,
1791,1791,43,2026-02-25 13:01:44,2026-02-25 13:56:44,2026-02-25 13:52:44,picked_up,8.93,3.04,Fast delivery
1792,1792,27,2026-04-18 12:54:44,2026-04-18 13:31:44,2026-04-18 13:29:44,in_transit,19.79,3.21,Fast delivery
1793,1793,47,2026-01-22 13:21:44,2026-01-22 14:24:44,2026-01-22 14:36:44,assigned,5.55,3.5,
1794,1794,47,2026-03-16 13:16:44,2026-03-16 13:55:44,2026-03-16 14:03:44,pending,4.17,4.66,Fast delivery
1795,1795,7,2026-03-18 12:52:44,2026-03-18 13:30:44,2026-03-18 13:43:44,failed,18.49,3.66,Fast delivery
1796,1796,29,2026-01-27 12:54:44,2026-01-27 14:09:44,2026-01-27 13:58:44,pending,17.53,3.41,Good experience
1797,1797,25,2026-02-28 13:27:44,2026-02-28 13:54:44,2026-02-28 14:15:44,delivered,10.09,,Fast delivery
1798,1798,37,2026-01-23 13:24:44,2026-01-23 14:33:44,2026-01-23 14:27:44,picked_up,2.18,4.78,Fast delivery
1799,1799,26,2026-03-17 13:01:44,2026-03-17 14:15:44,,delivered,16.8,4.51,
1800,1800,17,2026-03-05 13:31:44,2026-03-05 14:52:44,2026-03-05 15:21:44,failed,3.67,4.7,Great service!
1801,1801,23,2026-04-12 12:58:44,2026-04-12 13:21:44,2026-04-12 13:13:44,in_transit,6.41,4.79,Great service!
1802,1802,48,2026-01-31 12:47:44,2026-01-31 14:07:44,2026-01-31 13:54:44,delivered,5.63,3.75,Great service!
1803,1803,25,2026-03-23 12:48:44,2026-03-23 14:14:44,,delivered,4.46,3.72,Great service!
1804,1804,44,2026-01-22 13:26:44,2026-01-22 14:11:44,2026-01-22 14:32:44,pending,20.08,,Great service!
1805,1805,21,2026-02-12 12:56:44,2026-02-12 13:27:44,2026-02-12 13:45:44,assigned,3.25,3.77,
1806,1806,14,2026-04-19 13:13:44,2026-04-19 14:15:44,2026-04-19 14:14:44,in_transit,8.7,3.5,
1807,1807,19,2026-02-13 12:46:44,2026-02-13 14:03:44,2026-02-13 14:11:44,picked_up,9.98,,Good experience
1808,1808,6,2026-03-28 13:01:44,2026-03-28 13:37:44,2026-03-28 13:39:44,in_transit,13.59,3.08,Fast delivery
1809,1809,28,2026-04-17 12:55:44,2026-04-17 14:25:44,,in_transit,7.04,4.62,
1810,1810,1,2026-03-03 13:27:44,2026-03-03 14:02:44,2026-03-03 14:22:44,picked_up,3.82,,Great service!
1811,1811,14,2026-03-24 12:53:44,2026-03-24 13:23:44,,failed,8.54,,
1812,1812,46,2026-01-29 12:51:44,2026-01-29 13:57:44,2026-01-29 14:14:44,delivered,5.38,3.93,Fast delivery
1813,1813,36,2026-03-12 12:46:44,2026-03-12 13:27:44,2026-03-12 13:48:44,in_transit,18.27,,Great service!
1814,1814,9,2026-03-16 13:12:44,2026-03-16 13:35:44,2026-03-16 13:42:44,picked_up,23.44,4.36,Fast delivery
1815,1815,42,2026-02-27 12:55:44,2026-02-27 13:58:44,2026-02-27 14:03:44,failed,19.27,,Fast delivery
1816,1816,50,2026-01-20 13:10:44,2026-01-20 14:22:44,2026-01-20 14:12:44,delivered,2.76,4.57,Fast delivery
1817,1817,39,2026-04-04 12:55:44,2026-04-04 13:50:44,2026-04-04 13:58:44,picked_up,5.34,4.7,
1818,1818,26,2026-02-12 12:52:44,2026-02-12 13:54:44,2026-02-12 14:02:44,pending,17.44,4.33,Great service!
1819,1819,17,2026-02-27 13:06:44,2026-02-27 14:21:44,2026-02-27 14:38:44,in_transit,22.29,4.66,
1820,1820,12,2026-02-11 13:10:44,2026-02-11 13:44:44,2026-02-11 13:47:44,failed,24.63,,
1821,1821,31,2026-04-19 12:46:44,2026-04-19 13:55:44,2026-04-19 14:17:44,in_transit,9.27,4.25,
1822,1822,35,2026-03-22 12:52:44,2026-03-22 13:22:44,2026-03-22 13:10:44,assigned,6.42,4.2,
1823,1823,41,2026-02-08 12:59:44,2026-02-08 14:08:44,2026-02-08 14:11:44,failed,23.82,3.86,Good experience
1824,1824,48,2026-03-18 13:19:44,2026-03-18 13:50:44,2026-03-18 14:04:44,in_transit,23.21,4.33,Fast delivery
1825,1825,27,2026-01-20 13:24:44,2026-01-20 14:20:44,2026-01-20 14:30:44,failed,4.52,,
1826,1826,10,2026-01-30 13:01:44,2026-01-30 14:05:44,2026-01-30 14:14:44,assigned,3.97,3.03,Fast delivery
1827,1827,44,2026-02-06 13:02:44,2026-02-06 14:22:44,,failed,23.6,3.94,
1828,1828,41,2026-04-11 13:29:44,2026-04-11 13:57:44,2026-04-11 14:26:44,failed,23.99,,
1829,1829,43,2026-04-11 12:49:44,2026-04-11 13:52:44,,picked_up,4.45,4.22,
1830,1830,6,2026-03-26 13:16:44,2026-03-26 13:53:44,2026-03-26 14:01:44,assigned,14.28,3.43,Good experience
1831,1831,28,2026-02-02 13:14:44,2026-02-02 14:18:44,2026-02-02 14:21:44,failed,6.42,3.4,
1832,1832,15,2026-01-26 13:09:44,2026-01-26 14:26:44,2026-01-26 14:24:44,pending,22.62,3.5,Good experience
1833,1833,11,2026-02-22 13:27:44,2026-02-22 13:48:44,2026-02-22 14:15:44,delivered,5.46,3.66,Good experience
1834,1834,3,2026-03-23 13:01:44,2026-03-23 14:22:44,,in_transit,6.52,3.14,Fast delivery
1835,1835,6,2026-04-07 12:54:44,2026-04-07 13:33:44,,failed,23.26,,
1836,1836,6,2026-01-30 13:18:44,2026-01-30 14:06:44,,pending,22.06,3.92,Fast delivery
1837,1837,45,2026-01-28 12:55:44,2026-01-28 14:02:44,2026-01-28 14:14:44,in_transit,17.07,3.59,
1838,1838,10,2026-04-01 13:01:44,2026-04-01 13:26:44,2026-04-01 13:40:44,in_transit,4.44,,
1839,1839,1,2026-04-10 13:03:44,2026-04-10 14:17:44,2026-04-10 14:42:44,failed,22.25,,Great service!
1840,1840,8,2026-01-28 13:30:44,2026-01-28 15:00:44,2026-01-28 14:58:44,pending,11.14,,Great service!
1841,1841,8,2026-03-22 13:18:44,2026-03-22 14:38:44,2026-03-22 14:56:44,pending,17.5,3.69,Fast delivery
1842,1842,7,2026-02-27 12:48:44,2026-02-27 14:02:44,2026-02-27 14:27:44,in_transit,21.18,4.39,Great service!
1843,1843,36,2026-04-02 12:57:44,2026-04-02 13:49:44,2026-04-02 13:54:44,pending,8.82,4.02,
1844,1844,35,2026-03-24 12:50:44,2026-03-24 13:35:44,2026-03-24 14:04:44,assigned,14.88,4.77,
1845,1845,29,2026-04-12 12:58:44,2026-04-12 13:20:44,2026-04-12 13:33:44,in_transit,21.63,,Fast delivery
1846,1846,25,2026-02-11 13:03:44,2026-02-11 14:22:44,2026-02-11 14:24:44,assigned,6.44,,Great service!
1847,1847,6,2026-02-07 13:27:44,2026-02-07 14:26:44,2026-02-07 14:55:44,assigned,9.1,,
1848,1848,5,2026-01-28 13:07:44,2026-01-28 13:59:44,,in_transit,2.3,4.25,Great service!
1849,1849,25,2026-02-18 12:49:44,2026-02-18 13:39:44,2026-02-18 13:38:44,delivered,18.36,,Great service!
1850,1850,7,2026-04-08 13:29:44,2026-04-08 14:46:44,2026-04-08 15:07:44,pending,16.61,,Fast delivery
1851,1851,49,2026-03-25 13:14:44,2026-03-25 14:21:44,2026-03-25 14:51:44,pending,11.08,,
1852,1852,29,2026-04-15 13:22:44,2026-04-15 14:49:44,2026-04-15 14:58:44,delivered,9.64,,
1853,1853,33,2026-03-26 13:11:44,2026-03-26 14:18:44,2026-03-26 14:47:44,failed,23.17,4.56,Fast delivery
1854,1854,20,2026-03-09 13:29:44,2026-03-09 14:45:44,2026-03-09 14:52:44,picked_up,23.63,,Fast delivery
1855,1855,32,2026-02-15 12:48:44,2026-02-15 14:04:44,2026-02-15 13:54:44,pending,10.16,4.18,Fast delivery
1856,1856,24,2026-03-17 12:57:44,2026-03-17 14:15:44,2026-03-17 14:38:44,delivered,24.85,,
1857,1857,36,2026-03-04 13:28:44,2026-03-04 14:42:44,2026-03-04 14:45:44,in_transit,3.76,,
1858,1858,48,2026-03-03 13:03:44,2026-03-03 13:49:44,2026-03-03 14:16:44,failed,22.87,,Fast delivery
1859,1859,40,2026-01-28 13:16:44,2026-01-28 14:09:44,2026-01-28 14:12:44,pending,20.78,3.82,
1860,1860,40,2026-04-16 13:15:44,2026-04-16 14:15:44,2026-04-16 14:36:44,pending,20.94,3.05,
1861,1861,29,2026-02-17 13:20:44,2026-02-17 14:07:44,,picked_up,18.73,3.06,Good experience
1862,1862,9,2026-03-06 13:00:44,2026-03-06 14:06:44,2026-03-06 14:16:44,pending,8.86,4.16,Great service!
1863,1863,18,2026-02-12 12:49:44,2026-02-12 13:16:44,,pending,10.94,4.43,
1864,1864,4,2026-01-31 12:55:44,2026-01-31 13:20:44,2026-01-31 13:27:44,assigned,17.25,3.97,
1865,1865,4,2026-02-06 12:55:44,2026-02-06 13:17:44,2026-02-06 13:40:44,picked_up,20.81,4.97,
1866,1866,5,2026-03-05 12:54:44,2026-03-05 14:05:44,2026-03-05 14:05:44,picked_up,11.06,3.2,Fast delivery
1867,1867,9,2026-02-22 13:30:44,2026-02-22 13:59:44,2026-02-22 14:10:44,delivered,5.0,4.64,Great service!
1868,1868,48,2026-04-16 13:08:44,2026-04-16 14:17:44,2026-04-16 14:31:44,in_transit,22.02,,Fast delivery
1869,1869,27,2026-03-12 12:53:44,2026-03-12 13:58:44,2026-03-12 14:16:44,failed,10.68,3.48,Fast delivery
1870,1870,41,2026-02-22 12:50:44,2026-02-22 14:13:44,,assigned,21.73,4.1,Good experience
1871,1871,17,2026-03-15 13:12:44,2026-03-15 14:31:44,2026-03-15 14:34:44,delivered,19.78,3.96,Fast delivery
1872,1872,11,2026-03-08 13:21:44,2026-03-08 14:35:44,2026-03-08 15:02:44,failed,15.62,3.96,Good experience
1873,1873,6,2026-04-20 13:10:44,2026-04-20 13:54:44,,delivered,5.96,4.42,Good experience
1874,1874,2,2026-03-10 13:18:44,2026-03-10 14:07:44,2026-03-10 14:09:44,failed,16.41,3.33,
1875,1875,25,2026-04-12 13:20:44,2026-04-12 13:43:44,2026-04-12 14:01:44,in_transit,7.45,,
1876,1876,16,2026-03-25 13:29:44,2026-03-25 14:56:44,2026-03-25 15:10:44,picked_up,5.98,3.62,
1877,1877,33,2026-03-24 13:06:44,2026-03-24 14:20:44,,delivered,15.14,,
1878,1878,22,2026-02-27 13:14:44,2026-02-27 14:02:44,2026-02-27 13:49:44,in_transit,9.11,3.9,
1879,1879,25,2026-03-16 12:59:44,2026-03-16 13:55:44,2026-03-16 14:25:44,picked_up,18.3,,
1880,1880,11,2026-02-24 13:20:44,2026-02-24 14:38:44,2026-02-24 14:33:44,pending,23.24,3.38,
1881,1881,41,2026-03-19 13:03:44,2026-03-19 13:23:44,2026-03-19 13:08:44,pending,5.75,4.92,Fast delivery
1882,1882,2,2026-02-05 13:25:44,2026-02-05 14:09:44,2026-02-05 14:15:44,picked_up,6.51,3.1,Great service!
1883,1883,14,2026-01-25 12:56:44,2026-01-25 14:12:44,2026-01-25 13:59:44,assigned,2.14,4.26,
1884,1884,26,2026-03-17 13:00:44,2026-03-17 14:08:44,2026-03-17 14:01:44,delivered,7.41,3.55,
1885,1885,10,2026-03-10 13:04:44,2026-03-10 14:33:44,,delivered,15.92,,
1886,1886,27,2026-04-20 13:00:44,2026-04-20 14:07:44,2026-04-20 14:01:44,assigned,13.71,3.18,Good experience
1887,1887,3,2026-02-25 13:08:44,2026-02-25 13:33:44,2026-02-25 13:20:44,delivered,4.25,3.98,Great service!
1888,1888,4,2026-03-19 13:15:44,2026-03-19 14:12:44,2026-03-19 14:04:44,pending,6.33,4.49,
1889,1889,1,2026-03-10 12:53:44,2026-03-10 14:11:44,2026-03-10 14:37:44,in_transit,23.43,3.31,
1890,1890,19,2026-03-08 13:18:44,2026-03-08 14:20:44,2026-03-08 14:26:44,in_transit,11.46,3.93,Fast delivery
1891,1891,45,2026-01-20 13:16:44,2026-01-20 14:16:44,2026-01-20 14:03:44,in_transit,23.17,,Fast delivery
1892,1892,20,2026-04-15 12:46:44,2026-04-15 13:40:44,2026-04-15 13:43:44,picked_up,3.2,3.56,Great service!
1893,1893,8,2026-04-18 12:53:44,2026-04-18 13:19:44,2026-04-18 13:28:44,pending,24.77,4.99,
1894,1894,10,2026-03-12 13:31:44,2026-03-12 14:08:44,,failed,7.46,4.37,Fast delivery
1895,1895,35,2026-04-11 13:14:44,2026-04-11 14:00:44,2026-04-11 14:28:44,assigned,15.44,,Great service!
1896,1896,9,2026-02-21 13:10:44,2026-02-21 13:42:44,2026-02-21 13:36:44,pending,23.61,,Great service!
1897,1897,48,2026-04-09 13:28:44,2026-04-09 14:00:44,,in_transit,23.73,3.47,
1898,1898,25,2026-03-06 12:56:44,2026-03-06 13:39:44,2026-03-06 13:49:44,failed,7.01,4.07,Great service!
1899,1899,32,2026-02-19 12:47:44,2026-02-19 13:46:44,2026-02-19 13:43:44,picked_up,8.56,,Good experience
1900,1900,9,2026-01-23 13:14:44,2026-01-23 14:20:44,2026-01-23 14:21:44,in_transit,23.05,4.93,Good experience
1901,1901,48,2026-03-28 13:17:44,2026-03-28 13:39:44,2026-03-28 13:45:44,picked_up,10.14,3.23,Good experience
1902,1902,39,2026-04-10 13:15:44,2026-04-10 13:40:44,,failed,8.03,4.39,
1903,1903,38,2026-03-09 13:24:44,2026-03-09 14:50:44,2026-03-09 14:45:44,pending,16.46,4.03,
1904,1904,7,2026-03-23 13:05:44,2026-03-23 13:59:44,2026-03-23 14:24:44,delivered,7.14,3.11,Good experience
1905,1905,5,2026-03-04 13:20:44,2026-03-04 13:49:44,2026-03-04 14:07:44,in_transit,18.0,3.54,Great service!
1906,1906,7,2026-01-29 12:59:44,2026-01-29 13:49:44,2026-01-29 14:03:44,delivered,12.81,,
1907,1907,14,2026-02-09 13:00:44,2026-02-09 13:44:44,2026-02-09 13:48:44,pending,4.86,3.36,Great service!
1908,1908,35,2026-02-23 13:27:44,2026-02-23 14:00:44,2026-02-23 14:02:44,failed,7.76,3.33,Good experience
1909,1909,4,2026-03-03 13:02:44,2026-03-03 14:26:44,2026-03-03 14:26:44,assigned,23.63,,Great service!
1910,1910,34,2026-03-26 13:19:44,2026-03-26 14:35:44,2026-03-26 14:30:44,failed,7.17,3.56,Great service!
1911,1911,8,2026-04-06 13:21:44,2026-04-06 14:30:44,2026-04-06 14:23:44,pending,22.94,3.16,Good experience
1912,1912,41,2026-02-06 12:48:44,2026-02-06 14:09:44,2026-02-06 14:01:44,delivered,3.16,3.79,Great service!
1913,1913,20,2026-01-22 13:22:44,2026-01-22 14:48:44,,in_transit,19.85,,
1914,1914,8,2026-02-07 13:04:44,2026-02-07 13:44:44,2026-02-07 13:50:44,assigned,13.61,3.23,Great service!
1915,1915,21,2026-03-30 13:27:44,2026-03-30 14:27:44,,assigned,16.86,4.94,
1916,1916,42,2026-03-15 13:11:44,2026-03-15 13:50:44,2026-03-15 13:37:44,in_transit,23.27,,Great service!
1917,1917,24,2026-02-16 13:00:44,2026-02-16 13:53:44,2026-02-16 14:11:44,picked_up,14.05,,
1918,1918,48,2026-02-11 13:20:44,2026-02-11 14:23:44,,assigned,8.59,,Good experience
1919,1919,4,2026-04-13 13:21:44,2026-04-13 14:17:44,,failed,20.26,3.67,
1920,1920,13,2026-01-30 13:15:44,2026-01-30 13:59:44,2026-01-30 14:04:44,assigned,7.88,4.22,Good experience
1921,1921,31,2026-02-14 13:29:44,2026-02-14 14:32:44,2026-02-14 14:59:44,delivered,12.57,4.97,
1922,1922,4,2026-02-28 12:54:44,2026-02-28 14:05:44,2026-02-28 13:50:44,assigned,19.07,3.33,Fast delivery
1923,1923,46,2026-02-23 12:54:44,2026-02-23 13:49:44,2026-02-23 13:59:44,in_transit,9.41,4.44,Fast delivery
1924,1924,5,2026-03-13 13:00:44,2026-03-13 13:20:44,2026-03-13 13:20:44,assigned,4.65,,
1925,1925,11,2026-02-14 13:30:44,2026-02-14 14:28:44,,failed,17.5,4.35,Fast delivery
1926,1926,1,2026-03-28 13:13:44,2026-03-28 13:38:44,2026-03-28 13:23:44,pending,18.12,3.38,Good experience
1927,1927,26,2026-04-12 12:58:44,2026-04-12 14:13:44,2026-04-12 14:41:44,in_transit,11.11,,
1928,1928,22,2026-03-07 13:18:44,2026-03-07 14:21:44,2026-03-07 14:50:44,delivered,21.44,,Fast delivery
1929,1929,22,2026-04-01 12:53:44,2026-04-01 13:18:44,2026-04-01 13:16:44,delivered,8.25,,Fast delivery
1930,1930,19,2026-03-28 13:17:44,2026-03-28 14:38:44,2026-03-28 14:38:44,picked_up,2.23,4.86,Good experience
1931,1931,45,2026-01-26 12:54:44,2026-01-26 13:28:44,2026-01-26 13:21:44,failed,9.97,4.07,Fast delivery
1932,1932,10,2026-03-08 12:47:44,2026-03-08 13:39:44,2026-03-08 13:37:44,pending,22.58,,Great service!
1933,1933,40,2026-03-08 13:12:44,2026-03-08 14:38:44,,delivered,21.94,4.07,Fast delivery
1934,1934,49,2026-03-08 13:06:44,2026-03-08 14:21:44,2026-03-08 14:36:44,assigned,19.15,4.81,Good experience
1935,1935,48,2026-04-19 13:18:44,2026-04-19 14:10:44,2026-04-19 13:57:44,pending,19.83,4.4,Great service!
1936,1936,15,2026-02-01 13:14:44,2026-02-01 14:28:44,2026-02-01 14:51:44,delivered,9.58,,
1937,1937,22,2026-03-13 13:06:44,2026-03-13 13:49:44,2026-03-13 14:11:44,picked_up,5.61,3.32,Great service!
1938,1938,13,2026-02-06 13:20:44,2026-02-06 14:35:44,2026-02-06 14:27:44,in_transit,3.71,3.01,
1939,1939,1,2026-02-13 12:57:44,2026-02-13 14:21:44,,assigned,8.99,3.35,Great service!
1940,1940,1,2026-04-07 12:58:44,2026-04-07 14:28:44,2026-04-07 14:46:44,in_transit,21.87,,
1941,1941,37,2026-03-06 13:00:44,2026-03-06 13:21:44,2026-03-06 13:31:44,picked_up,16.55,,
1942,1942,48,2026-03-31 12:47:44,2026-03-31 13:18:44,2026-03-31 13:14:44,assigned,14.66,,
1943,1943,4,2026-02-23 13:31:44,2026-02-23 14:47:44,,pending,5.62,,
1944,1944,26,2026-01-29 13:15:44,2026-01-29 14:02:44,2026-01-29 13:53:44,failed,17.88,,Great service!
1945,1945,33,2026-04-16 12:51:44,2026-04-16 14:15:44,,picked_up,23.58,4.35,Good experience
1946,1946,9,2026-01-25 13:05:44,2026-01-25 13:33:44,2026-01-25 13:40:44,delivered,14.61,3.01,
1947,1947,14,2026-03-27 12:50:44,2026-03-27 13:26:44,2026-03-27 13:27:44,pending,3.83,3.41,Great service!
1948,1948,35,2026-02-21 12:47:44,2026-02-21 13:26:44,2026-02-21 13:40:44,failed,21.52,4.18,
1949,1949,29,2026-01-24 13:16:44,2026-01-24 13:57:44,2026-01-24 14:19:44,failed,15.69,3.03,Fast delivery
1950,1950,48,2026-02-19 12:55:44,2026-02-19 13:53:44,,failed,20.41,3.47,
1951,1951,21,2026-01-26 12:50:44,2026-01-26 13:31:44,2026-01-26 13:17:44,picked_up,8.09,4.28,Good experience
1952,1952,30,2026-03-30 13:19:44,2026-03-30 14:14:44,2026-03-30 14:07:44,delivered,14.93,3.06,
1953,1953,31,2026-04-12 13:14:44,2026-04-12 14:01:44,2026-04-12 14:22:44,in_transit,8.05,3.8,Good experience
1954,1954,24,2026-02-28 13:19:44,2026-02-28 14:26:44,2026-02-28 14:12:44,pending,14.04,4.23,Fast delivery
1955,1955,41,2026-02-15 12:49:44,2026-02-15 13:19:44,,pending,17.34,4.55,
1956,1956,11,2026-01-23 13:13:44,2026-01-23 13:53:44,2026-01-23 14:06:44,in_transit,8.91,,Good experience
1957,1957,13,2026-04-18 12:55:44,2026-04-18 13:38:44,2026-04-18 13:33:44,assigned,24.28,,
1958,1958,4,2026-04-09 12:48:44,2026-04-09 14:06:44,2026-04-09 14:31:44,failed,6.19,4.61,
1959,1959,9,2026-02-10 13:01:44,2026-02-10 13:46:44,2026-02-10 13:48:44,in_transit,7.81,4.55,Fast delivery
1960,1960,38,2026-02-11 12:55:44,2026-02-11 13:32:44,2026-02-11 13:29:44,assigned,13.12,,Fast delivery
1961,1961,50,2026-03-12 12:55:44,2026-03-12 13:50:44,2026-03-12 13:47:44,failed,5.88,,
1962,1962,47,2026-01-30 13:14:44,2026-01-30 13:58:44,2026-01-30 14:01:44,failed,16.32,4.6,
1963,1963,22,2026-03-22 12:56:44,2026-03-22 14:12:44,2026-03-22 14:27:44,delivered,21.68,3.57,Fast delivery
1964,1964,38,2026-02-23 13:07:44,2026-02-23 13:58:44,2026-02-23 14:26:44,in_transit,15.84,,
1965,1965,47,2026-03-16 13:19:44,2026-03-16 14:48:44,,picked_up,11.88,3.68,Great service!
1966,1966,48,2026-02-05 13:20:44,2026-02-05 14:10:44,2026-02-05 14:19:44,delivered,5.01,4.09,Great service!
1967,1967,45,2026-03-01 13:08:44,2026-03-01 14:19:44,2026-03-01 14:10:44,pending,22.86,3.67,Good experience
1968,1968,28,2026-02-07 12:50:44,2026-02-07 14:19:44,2026-02-07 14:13:44,pending,12.92,,
1969,1969,15,2026-01-26 13:12:44,2026-01-26 14:02:44,,picked_up,16.79,4.37,
1970,1970,12,2026-02-13 13:24:44,2026-02-13 14:41:44,2026-02-13 14:59:44,in_transit,23.97,,Good experience
1971,1971,32,2026-04-12 13:03:44,2026-04-12 14:28:44,,failed,24.01,3.25,
1972,1972,7,2026-04-19 13:00:44,2026-04-19 14:30:44,2026-04-19 14:37:44,in_transit,6.55,,Great service!
1973,1973,8,2026-03-14 13:22:44,2026-03-14 14:11:44,2026-03-14 14:14:44,picked_up,20.86,4.65,Good experience
1974,1974,21,2026-04-19 12:52:44,2026-04-19 14:15:44,2026-04-19 14:30:44,assigned,8.7,,Great service!
1975,1975,24,2026-03-12 13:16:44,2026-03-12 14:11:44,2026-03-12 14:16:44,pending,15.43,,Fast delivery
1976,1976,16,2026-01-31 13:12:44,2026-01-31 13:45:44,2026-01-31 14:13:44,pending,18.3,3.52,Great service!
1977,1977,10,2026-03-18 13:30:44,2026-03-18 14:20:44,2026-03-18 14:39:44,delivered,5.16,3.94,Great service!
1978,1978,21,2026-03-26 13:05:44,2026-03-26 14:10:44,,picked_up,23.85,4.54,Good experience
